	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Os04g0348400	284847390.896137	1.99163107143613	0.167608207066937	11.8826584108781	1.45660015107075e-32	4.32507152163257e-31
Os04g0348600	2.96664982946116	-0.0410818055082577	0.737477202309702	-0.0557058650485652	0.955576127126884	0.983402201491488
Os04g0348800	759127.766578707	-18.2893403631756	3.03159088258079	-6.03291838231348	NA	NA
Os04g0349300	198465208.394809	-0.958077030160032	0.352611856531687	-2.71708682624498	0.00658593278611142	0.0185457072317359
Os04g0349401	553306664.891381	-1.11291976487775	0.231668225579311	-4.80393788183415	1.55575113108906e-06	7.41283067791856e-06
Os04g0349600	27219485.288918	-0.964060496907189	0.269717919194383	-3.57432869045827	0.000351127614589693	0.00125386880602588
Os04g0349650	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0349700	56286741.638856	1.75002962832159	0.237929596829312	7.35524143125852	1.9058233469116e-13	1.69768394097663e-12
Os04g0350000	185251316.992736	-0.378158614162083	0.13808396527443	-2.73861351975608	0.00616988558066271	0.0174877295236589
Os04g0350100	93467763.671815	7.31780139447112	2.87397718366173	2.5462280758776	NA	NA
Os04g0350201	49747163.2899487	4.21146233828727	2.74029494587929	1.53686461547515	NA	NA
Os04g0350300	154621341.74772	3.44500968764762	0.515323460369662	6.68514040710738	2.30703343046094e-11	1.69802621844141e-10
Os04g0350700	482051445.068401	4.51293042457315	0.294178724029886	15.3407777515367	4.08273908965446e-53	1.76112979205642e-51
Os04g0351100	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0351333	1657011.51158593	20.629158150378	3.48839007628114	5.91366151699699	NA	NA
Os04g0351800	98650143.1161456	-0.438374294374967	0.594279725423898	-0.737656486702917	0.460723220391272	0.666807905942431
Os04g0351933	83261147.6695916	0.496998630901445	1.95019966318025	0.254844998840259	0.798842818371908	0.958161973101157
Os04g0352066	972728821.801534	0.296265837826841	0.318420056643014	0.930424549729258	0.352151312554338	0.544643108030139
Os04g0352200	14841115.0962939	2.61852637508643	2.51004552302589	1.04321867912968	0.296847024240585	0.478364905986114
Os04g0352400	1220011032.48936	1.7846347700381	0.157999089183684	11.2952218855094	1.38553686908359e-29	3.6111422346426e-28
Os04g0352700	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0353000	585786213.498128	0.391794634318401	0.342731204681988	1.14315425314698	0.252974552136924	0.423376726009106
Os04g0353600	9.88883276487052	-0.0410445375918168	0.415292838385348	-0.098832760399619	0.921271056786109	0.983402201491488
Os04g0354400	3062847.44068903	19.691711787596	2.32070868388635	8.48521485024111	2.15320518603704e-17	2.54693133669893e-16
Os04g0354200	28327027.393387	2.93390066998141	1.7277732840818	1.69808197465015	0.0894922911467862	0.181914972258445
Os04g0354600	9.88883276487052	-0.0410445375918168	0.415292838385348	-0.098832760399619	0.921271056786109	0.983402201491488
Os04g0355500	1241673.00551627	-0.0403934343023098	2.37555681567375	-0.0170037752984045	NA	NA
Os04g0355401	90458704.6490996	-0.191677010550577	0.237302503016675	-0.807732780370665	0.41924442866431	0.620941056484874
Os04g0356600	771826.128049269	-1.66894451401406	2.78129958831302	-0.60005923886335	0.54846675650835	0.752633542787586
